state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases,geocoded_state
NE,Hamilton,31081,county,2020/05/06,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
PA,Cameron County,42023,county,2020/04/30,Shelter in Place,stop,Cameron County Policy End,wikidata,,POINT (-77.838886 40.896694)
KY,,,state,2020/08/10,Food and Drink,stop,"Policy_Details: Order from the Cabinet for Health and Family Services: Effective July 28, bars are closed for two weeks (on-site operations closed, takeout of alcohol allowed when incidental with food). Restaurants are limited to 25% of pre-pandemic capacity indoors.    Source information: https://govsite-assets.s3.amazonaws.com/5l7HAtkSS4CqDxLf7WIV_7-28-2020%20CHFS%20Order.pdf, https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=283","sip_submission_form: https://govsite-assets.s3.amazonaws.com/5l7HAtkSS4CqDxLf7WIV_7-28-2020%20CHFS%20Order.pdf, https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=283",,POINT (-85.290484 37.526683)
TX,Cameron County,48061,county,2020/08/20,Shelter in Place,stop,Cameron County Policy End,wikidata,,POINT (-99.317341 31.447238)
PA,Centre County,42027,county,2020/04/30,Shelter in Place,stop,Centre County Policy End,wikidata,,POINT (-77.838886 40.896694)
SC,,,state,2020/05/04,Shelter in Place,stop,SAH changed to voluntary on 5/4 with limited reopening of dining https://governor.sc.gov/news/2020-05/gov-henry-mcmaster-lift-work-or-home-order-may-4th,manual,,POINT (-80.864614 33.878572)
TX,San Augustine County,48405,county,2020/04/30,Shelter in Place,stop,San Augustine County Policy End,wikidata,,POINT (-99.317341 31.447238)
SD,,,state,2020/12/30,Phase 3,stop,"Policy_Details: Governor Noem restates the State of Emergency for South Dakota Phase Level: 3, Phase Details Source information: https://covid.sd.gov/docs/2020-30.pdf",sip_submission_form: https://covid.sd.gov/docs/2020-30.pdf,,POINT (-100.230491 44.43614)
MS,,,state,2020/06/15,Personal Care,stop,"Policy_Details: Safe Return Order: Executive Order 1492 by Governor Reeves: 
All businesses/nonprofits now allowed to reopen or remain open w/ limitations: (most already allowed to reopen given restrictions in previous orders)  Phase Level: 3, Phase Details Source information: https://governorreeves.ms.gov/wp-content/uploads/Executive-Order-1492-Safer-Return.pdf",sip_submission_form: https://governorreeves.ms.gov/wp-content/uploads/Executive-Order-1492-Safer-Return.pdf,,POINT (-89.65344 32.713378)
TX,La Salle County,48283,county,2020/04/30,Shelter in Place,stop,La Salle County Policy End,wikidata,,POINT (-99.317341 31.447238)
NJ,,,state,2020/09/01,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-74.655514 40.110253)
NE,Lancaster,31109,county,2021/02/19,Food and Drink,stop,"Policy_Details: Restaurants & Bars: Occupancy limited to 50% capacity. Parties must consist of 8 or fewer individuals with 6ft. of distance between parties. Individuals must remain seated unless ordering, using the restroom, or participating in games. All individuals must wear face coverings when not seated.    Source information: https://app.lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-17.pdf",sip_submission_form: https://app.lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-17.pdf,4,POINT (-99.810595 41.527099)
FL,Orange County,12095,county,2020/04/09,Shelter in Place,stop,Orange County Policy End,wikidata,,POINT (-82.420978 28.260731)
TX,Ellis County,48139,county,2020/04/30,Shelter in Place,stop,Ellis County Policy End,wikidata,,POINT (-99.317341 31.447238)
NY,Allegany,36003,county,2020/06/30,Non-Essential Businesses,stop,Policy_Details: personal care may reopen   Source information: https://forward.ny.gov/phase-three-industries,sip_submission_form: https://forward.ny.gov/phase-three-industries,,POINT (-75.59655 42.921241)
IN,,,state,2020/07/03,Non-Essential Businesses,stop,"Policy_Details: retail stores, malls, professional office buildings open at 100% capacity  Phase Level: 4, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage4.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage4.pdf,5,POINT (-86.2818 39.919991)
TX,Madison County,48313,county,2020/04/12,Shelter in Place,stop,Madison County Policy End,wikidata,,POINT (-99.317341 31.447238)
CT,,,state,2020/11/12,Food and Drink,stop,Policy_Details: expedited approval and permitting for expanded outdoor dining; 60-day maximum credit available to liquor permittees restricted from engaging in on-premise sales    Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7OOO.pdf,sip_submission_form: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7OOO.pdf,,POINT (-72.738288 41.575155)
AK,Anchorage,02020,county,2020/05/05,Shelter in Place,stop,"Policy_Details: Residents shall stay at home as much as possible,
When individuals leave home, they should maintain physical distancing of at least six feet from any person.
Encouraged to wear mask when in public.   Source information: https://covid-response-moa-muniorg.hub.arcgis.com/pages/emergency-orders",sip_submission_form: https://covid-response-moa-muniorg.hub.arcgis.com/pages/emergency-orders,,POINT (-151.631889 63.631126)
MO,,,state,2021/08/31,Food and Drink,stop,"Policy_Details: Extending a previous executive order until Aug 31 2021.
Prohibits the sale of unprepared food and drink by restaurants    Source information: https://www.sos.mo.gov/library/reference/orders/2021/eo7",sip_submission_form: https://www.sos.mo.gov/library/reference/orders/2021/eo7,,POINT (-92.477244 38.3675)
NY,,,state,2020/05/28,Shelter in Place,stop,"On 5/15 Cuomo extended the SIP until 5/28, although ""a handful"" of areas can start reopening.  https://www.npr.org/sections/coronavirus-live-updates/2020/05/15/856763580/new-york-extends-stay-at-home-order-allows-some-areas-to-begin-reopening",manual,,POINT (-75.59655 42.921241)
NE,York,31185,county,2020/05/06,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
TX,Lampasas County,48281,county,2020/04/21,Shelter in Place,stop,Lampasas County Policy End,wikidata,,POINT (-99.317341 31.447238)
SC,,,state,2020/04/20,Non-Essential Businesses,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-80.864614 33.878572)
MD,,,state,2020/05/15,Shelter in Place,stop,Gov. Hogan to lift stay-at-home order 5/15 https://www.baltimoresun.com/coronavirus/bs-md-pol-stay-at-home-20200513-lzdziypfbrcybmanwqard4tp5u-story.html,manual,,POINT (-76.687282 38.946466)
NE,Cass,31025,county,2020/04/30,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
CA,Santa Clara County,06085,county,2020/05/31,Shelter in Place,stop,Santa Clara County Policy End,wikidata,,POINT (-119.662127 37.211164)
IL,,,state,2020/05/29,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-89.148632 40.124144)
GA,Fulton,13121,county,2020/04/30,Manufacturing,stop,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,,POINT (-83.426574 32.638481)
TX,Bexar,48029,county,2020/06/04,Non-Essential Businesses,stop,"Policy_Details: On Tuesday, May 19, Bexar County Judge Nelson Wolff issued Executive Order NW-08 to supplement the existing Stay Home, Work Safe measures. These additional measures will take effect as of 12:01 a.m. on May 19 and continue through June 4, 2020 unless extended, modified or terminated early by the County Judge, and is consistent with Texas Governor Greg Abbott’s executive order and mandates issued by the City of San Antonio.   Source information: https://www.bexar.org/3234/COVID-19",sip_submission_form: https://www.bexar.org/3234/COVID-19,,POINT (-99.317341 31.447238)
TX,Smith County,48423,county,2020/04/30,Shelter in Place,stop,Smith County Policy End,wikidata,,POINT (-99.317341 31.447238)
GA,Dougherty County,13095,county,2020/04/07,Shelter in Place,stop,Dougherty County Policy End,wikidata,,POINT (-83.426574 32.638481)
MO,Jackson,29095,county,2020/05/31,Phase 1,stop,"Policy_Details: Open 25/10% capacity: Food and Drink, Houses of Worship, Gyms and Fitness, Retail Open (with limits): Personal Care, Child Care Closed: All schools, Entertainment, Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,,POINT (-92.477244 38.3675)
GA,,,state,2020/09/30,Mask Requirement,stop,"Policy_Details: Governor Brian Kemp issued Executive Order on 9/15, providing additional guidance for Empowering a Healthy Georgia in response to COVID-19.No mask requirement statewide, residents only strongly encouraged to wear face coverings as practicable while outside their homes or place of residence, except when eating, drinking, or exercising outdoors.  Local government entities may choose to impose Local Option Face Covering Requirements if their county meets the threshold requirement of cases, so long as this requirement is not applied to certain individuals/activities (i.e. eating/drinking, bona fide religious/medical reason) and shall not result in any fines against any businesses or other establishments.  Fines against any person per offense max $50 and no imprisonment. Enforcement only against individuals and not to be enforced at polling place or residential property, only at private property when owner/occupant consents.     Source information: https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders",sip_submission_form: https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,,POINT (-83.426574 32.638481)
NC,,,state,2021/01/31,Food and Drink,stop,Policy_Details: EO 183 authorizes mixed beverage delivery and carry-out to limit number of people gathered together at establishments due to recognizing economic benefit of alcohol sales.   Source information: https://files.nc.gov/governor/documents/files/EO183-Mixed-Beverages.pdf,sip_submission_form: https://files.nc.gov/governor/documents/files/EO183-Mixed-Beverages.pdf,,POINT (-79.130883 35.52603)
MO,Vernon County,29217,county,2020/05/01,Shelter in Place,stop,Vernon County Policy End,wikidata,,POINT (-92.477244 38.3675)
MS,Grenada,28043,county,2020/07/20,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
MT,,,state,2020/06/01,Food and Drink,stop,"Policy_Details: o Restaurants, bars, breweries, distilleries, and casinos can become operational on or after
May 4, 2020 under strict physical distancing and reduced capacity protocols in
accordance with State guidelines.
 These businesses will be required to close their doors and have all patrons out by
11:30 p.m. Breweries and distilleries shall follow existing laws on closing time.
 The expansions for delivery and takeout services, as provided both in the March
24 and March 26 Directives, are extended through the end of the emergency.
 In addition, restaurants, bars, breweries, distilleries, and casinos that reopen
must adhere to the general and specific guidelines provided in Appendix A,
attached. Phase Level: 1, Phase Details Source information: https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977",sip_submission_form: https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,,POINT (-109.645127 47.033521)
ID,,,state,2020/06/26,Food and Drink,stop,"Policy_Details: restaurants may open, with tables approximately six feet apart, reduce use of waiting areas, continue to keep playground areas closed   Source information: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf",sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf,,POINT (-114.659366 44.389073)
IN,Cass,18017,county,2020/05/13,Phase 3,stop,"Policy_Details: phase 3 begins in Cass County  Phase Level: 3, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage3.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage3.pdf,5,POINT (-86.2818 39.919991)
MS,Jackson,28059,county,2020/07/20,Outdoor and Recreation,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
CA,Marin County,06041,county,2020/05/31,Shelter in Place,stop,Marin County Policy End,wikidata,,POINT (-119.662127 37.211164)
NE,Polk,31143,county,2020/05/06,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
PA,Lehigh County,42077,county,2020/04/30,Shelter in Place,stop,Lehigh County Policy End,wikidata,,POINT (-77.838886 40.896694)
CT,,,state,2020/06/17,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-72.738288 41.575155)
NM,,,state,2020/10/16,Phase 2,stop,"Policy_Details: *phase numbers not used to describe NM reopening: New Mexico Secretary of Health Kathy Kunkel this week issued a public health order that amended previous health orders (most recent 9/3) with limited to no changes and is effective 9/18 to 10/16.  Added restriction to public swimming pools of no more than 10 people using concurrently (before, limited to lane swimming/lessons) splash areas remain closed. All other restrictions on mass gatherings (10 persons+, prohibited) food and drink, outdoor and recreation, schools, non essential businesses and retail remain the same.  No new notes on mask requirements.    Source information: https://cv.nmhealth.org/wp-content/uploads/2020/09/091820-PHO.pdf",sip_submission_form: https://cv.nmhealth.org/wp-content/uploads/2020/09/091820-PHO.pdf,,POINT (-106.108388 34.421369)
UT,,,state,2020/06/12,"Phase 2, 3",stop,"Policy_Details: Governor Herbert extended Utah COVID-19 health risk status order he issued on May 29, 2020 -Public health risk remains orange (moderate risk) in Salt Lake City, Bluff, and Mexican Hat, and the rest of the state remains in yellow (low risk) Phase Level: 2, 3 , Phase Details Source information: https://coronavirus.utah.gov/governor-maintains-current-health-risk-guidance/",sip_submission_form: https://coronavirus.utah.gov/governor-maintains-current-health-risk-guidance/,,POINT (-111.678222 39.323779)
IA,,,state,2020/06/25,Entertainment,stop,Policy_Details: Movie theaters and Performance Venues open with social distancing.    Source information: https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/4/2020/06/Iowa-Public-Health-Proclamation-2020.06.10-50-capacity-lifted.pdf,sip_submission_form: https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/4/2020/06/Iowa-Public-Health-Proclamation-2020.06.10-50-capacity-lifted.pdf,,POINT (-93.500061 42.074659)
DE,,,state,2020/05/08,Non-Essential Businesses,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-75.452394 38.994926)
MS,Hinds,28049,county,2020/07/20,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
IN,,,state,2020/07/17,Childcare (K-12),stop,Policy_Details: youth overnight camps commence with camper/employee screening and face coverings    Source information: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf,sip_submission_form: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf,5,POINT (-86.2818 39.919991)
MO,Jackson,29095,county,2020/05/31,Houses of Worship,stop,"Policy_Details: Open 25/10% capacity Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,,POINT (-92.477244 38.3675)
MT,,,state,2020/06/01,Non-Essential Businesses,stop,"Policy_Details: Main Street and retail businesses can become operational with reduced capacity and
where strict physical distancing protocols can be maintained.
Outdoor recreation can become operational if sites adhere to strict physical distancing
between groups and exercise frequent sanitation protocols if public facilities are open.
Organized youth activities can consider becoming operational if physical distancing
guidelines can be implemented. (Organized youth activities should avoid gathering in groups of more than 10 people in circumstances that do not readily allow for appropriate physical
distancing.) Phase Level: 1, Phase Details Source information: https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977",sip_submission_form: https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,,POINT (-109.645127 47.033521)
ME,,,state,2020/06/30,Outdoor and Recreation,stop,"Policy_Details: community sports & day camps resume ; coastal state parks, campgrounds, & RV parks open 
 Phase Level: 2, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine ; Executive Order No. 55 FY 19/20 : https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Further%20Implement%20the%20Restarting%20Plan.pdf",sip_submission_form: https://www.maine.gov/covid19/restartingmaine ; Executive Order No. 55 FY 19/20 : https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Further%20Implement%20the%20Restarting%20Plan.pdf,3,POINT (-69.06137 45.117911)
DC,,,state,2021/05/20,Non-Essential Businesses,stop,"Policy_Details: Indoor capacity restriction loosened from 25% to 50% or 250 people, whichever is fewer.    Source information: https://coronavirus.dc.gov/phasetwo",sip_submission_form: https://coronavirus.dc.gov/phasetwo,,POINT (-77.016275 38.904785)
IL,,,state,2020/05/29,Shelter in Place,stop,State Policy End,manual,,POINT (-89.148632 40.124144)
MO,,,state,2020/05/03,Shelter in Place,stop,State Policy End,manual,,POINT (-92.477244 38.3675)
MD,,,state,2020/05/29,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-76.687282 38.946466)
NE,,,state,2020/12/31,Food and Drink,stop,Policy_Details: Bars and restaurants: Patrons must be seated. Parties of 8 with 6 ft. separation between parties.   Source information: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf,sip_submission_form: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf,4,POINT (-99.810595 41.527099)
NE,,,state,2020/12/31,Houses of Worship,stop,Policy_Details: 6 ft. of separation between household units.   Source information: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf,sip_submission_form: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf,4,POINT (-99.810595 41.527099)
HI,Honolulu,15003,county,2020/10/31,Entertainment,stop,Policy_Details: Singing or playing wind instruments in mixed household/living unit settings is prohibited unless performed at a gathering/business/operation.   Source information: https://governor.hawaii.gov/wp-content/uploads/2020/09/EO-2020-27-w-Ex-A_FINAL.pdf,sip_submission_form: https://governor.hawaii.gov/wp-content/uploads/2020/09/EO-2020-27-w-Ex-A_FINAL.pdf,4,POINT (-157.854309 21.361013)
TX,Taylor County,48441,county,2020/04/30,Shelter in Place,stop,Taylor County Policy End,wikidata,,POINT (-99.317341 31.447238)
MO,Ray County,29177,county,2020/04/24,Shelter in Place,stop,Ray County Policy End,wikidata,,POINT (-92.477244 38.3675)
MO,Platte County,29165,county,2020/04/23,Shelter in Place,stop,Platte County Policy End,wikidata,,POINT (-92.477244 38.3675)
TX,Liberty County,48291,county,2020/04/30,Shelter in Place,stop,Liberty County Policy End,wikidata,,POINT (-99.317341 31.447238)
KS,Reno County,20155,county,2020/04/14,Shelter in Place,stop,Reno County Policy End,wikidata,,POINT (-98.38018 38.484729)
VT,,,state,2020/05/15,Shelter in Place,stop,"Stay at home, effective at 5 p.m. EDT, March 25 until April 15. On April 10, extended to May 15.",manual,,POINT (-72.662695 44.075252)
TX,Galveston County,48167,county,2020/04/30,Shelter in Place,stop,Galveston County Policy End,wikidata,,POINT (-99.317341 31.447238)
MS,Wayne,28153,county,2020/07/20,Non-Essential Businesses,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
MS,Harrison,28047,county,2020/07/20,Manufacturing,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
FL,,,state,2020/05/04,Shelter in Place,stop,State Policy End,manual,,POINT (-82.420978 28.260731)
KS,Johnson County,20091,county,2020/04/23,Shelter in Place,stop,Johnson County Policy End,wikidata,,POINT (-98.38018 38.484729)
MO,Johnson County,29101,county,2020/04/30,Shelter in Place,stop,Johnson County Policy End,wikidata,,POINT (-92.477244 38.3675)
MS,Sunflower,28133,county,2020/07/20,Houses of Worship,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
MS,Lauderdale County,28075,county,2020/04/20,Shelter in Place,stop,Lauderdale County Policy End,wikidata,,POINT (-89.65344 32.713378)
GA,Lowndes County,13185,county,2020/04/06,Shelter in Place,stop,Lowndes County Policy End,wikidata,,POINT (-83.426574 32.638481)
TX,Nueces County,48355,county,2020/04/30,Shelter in Place,stop,Nueces County Policy End,wikidata,,POINT (-99.317341 31.447238)
NC,,,state,2020/09/04,Gyms,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-79.130883 35.52603)
NE,Lancaster,31109,county,2021/02/19,Mask Requirement,stop,"Policy_Details: Continuation of policy.
All individuals age >=5 must wear a mask while indoors in premises open to the public. Exceptions: 
Maintain at >6ft of separation at all times from anyone outside household; 
Engaged in federal, state, or county govt services at such a service location; 
Seated at a bar/restaurant to eat/drink, or while immediately consuming food/beverages; Engaged in exercise; 
Engaged in an occupation preventing mask-wearing; 
Obtaining a service/good that requires temporary removal of mask; or, 
Has a medical condition, mental health condition, or disability that prevents mask-wearing.   Source information: https://app.lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-17.pdf",sip_submission_form: https://app.lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-17.pdf,4,POINT (-99.810595 41.527099)
MO,Jackson,29095,county,2020/05/31,Non-Essential Businesses,stop,"Policy_Details: Open (with limits):   Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,,POINT (-92.477244 38.3675)
TX,McLennan County,48309,county,2020/04/30,Shelter in Place,stop,McLennan County Policy End,wikidata,,POINT (-99.317341 31.447238)
CA,Colusa County,06011,county,2020/05/08,Shelter in Place,stop,Colusa County Policy End,wikidata,,POINT (-119.662127 37.211164)
NC,,,state,2020/10/02,Phase 2,stop,"Policy_Details: *phase 2.5 
Governor Roy Cooper signed Executive Order 163 on 9/1: Revised prohibitions and restrictions that move the state in Safer at Home Phase 2.5 measures.
what changes in this order: 
- Mass gathering limits will be increased to 25 people indoors and 50 people outdoors.
- Playgrounds will be allowed to open.
- Museums and aquariums can open at 50% capacity.
- Fitness and competitive physical activity facilities can open at 30% capacity.
- All employers in North Carolina are strongly encouraged to provide face coverings to their employees.
what remains the same: 
- Bars, nightclubs, movie theaters, amusement parks, dance halls and other entertainment facilities will remain closed.
- Restaurants remain subject to capacity limits and other requirements for in-person dining.
- Personal care businesses, such as hair salons, nail salons, barber shops and more remain subject to capacity limits and other requirements.
- Large venues remain subject to the mass gathering limits.
- Wedding receptions and other private events remain subject to the mass gathering limits.
- Face coverings are still required in public.   Source information: https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf",sip_submission_form: https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,,POINT (-79.130883 35.52603)
NE,Dixon,31051,county,2020/05/11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
OR,,,state,2020/12/02,Houses of Worship,stop,"Policy_Details: Religious facilities may operate, but are limited to a maximum of 25 people indoors or 50 people outdoors.   Source information: https://www.oregon.gov/gov/Documents/executive_orders/eo_20-65.pdf",sip_submission_form: https://www.oregon.gov/gov/Documents/executive_orders/eo_20-65.pdf,,POINT (-120.605279 43.940449)
